turns,responses,turn_1_prompt,turn_1_instruction_id_list,turn_1_kwargs,turn_2_prompt,turn_2_instruction_id_list,turn_2_kwargs,turn_3_prompt,turn_3_instruction_id_list,turn_3_kwargs,key,turn_index,language
,,"{""role"": ""user"", ""content"": ""Write a resume for a fresh high school graduate who is seeking their first job. Make sure to include at least 12 placeholder represented by square brackets, such as [address], [name].""}","[""detectable_content:number_placeholders""]","[""{\""num_placeholders\"": 12}""]","{""role"": ""user"", ""content"": ""The number of sentences in your response should be less than 6.""}","[""detectable_content:number_placeholders"", ""length_constraints:number_sentences""]","[""{\""num_placeholders\"": 12}"", ""{\""relation\"": \""less than\"", \""num_sentences\"": 6}""]","{""role"": ""user"", ""content"": ""Your response should not include the following words: experience, volunteer, references.""}","[""detectable_content:number_placeholders"", ""length_constraints:number_sentences"", ""keywords:forbidden_words""]","[""{\""num_placeholders\"": 12}"", ""{\""relation\"": \""less than\"", \""num_sentences\"": 6}"", ""{\""forbidden_words\"": [\""experience\"", \""volunteer\"", \""references\""]}""]",1005:8:en,0,English
,,"{""role"": ""user"", ""content"": ""Write a dialogue between two people, one is dressed up in a ball gown and the other is dressed down in sweats. The two are going to a nightly event. Your answer must contain exactly 3 bullet points in the markdown format (use \""* \"" to indicate each bullet) such as:\n* This is the first point.\n* This is the second point.""}","[""detectable_format:number_bullet_lists""]","[""{\""num_bullets\"": 3}""]","{""role"": ""user"", ""content"": ""Wrap your whole response with double quotation marks.""}","[""detectable_format:number_bullet_lists"", ""startend:quotation""]","[""{\""num_bullets\"": 3}"", ""{}""]","{""role"": ""user"", ""content"": ""Your response should contain at least 100 words.""}","[""detectable_format:number_bullet_lists"", ""startend:quotation"", ""length_constraints:number_words""]","[""{\""num_bullets\"": 3}"", ""{}"", ""{\""relation\"": \""at least\"", \""num_words\"": 100}""]",102:1:en,0,English
,,"{""role"": ""user"", ""content"": ""Write a dialogue between two people, one is dressed up in a ball gown and the other is dressed down in sweats. The two are going to a nightly event. Your answer must contain exactly 3 bullet points in the markdown format (use \""* \"" to indicate each bullet) such as:\n* This is the first point.\n* This is the second point.""}","[""detectable_format:number_bullet_lists""]","[""{\""num_bullets\"": 3}""]","{""role"": ""user"", ""content"": ""Your response should include the word conversation at least 3 times.""}","[""detectable_format:number_bullet_lists"", ""keywords:frequency""]","[""{\""num_bullets\"": 3}"", ""{\""relation\"": \""at least\"", \""keyword\"": \""conversation\"", \""frequency\"": 3}""]","{""role"": ""user"", ""content"": ""Your response should contain at least 150 words.""}","[""detectable_format:number_bullet_lists"", ""keywords:frequency"", ""length_constraints:number_words""]","[""{\""num_bullets\"": 3}"", ""{\""relation\"": \""at least\"", \""keyword\"": \""conversation\"", \""frequency\"": 3}"", ""{\""relation\"": \""at least\"", \""num_words\"": 150}""]",102:14:en,0,English
,,"{""role"": ""user"", ""content"": ""Write a long email template that invites a group of participants to a meeting, with at least 500 words. The email must include the keywords \""correlated\"" and \""experiencing\"" and should not use any commas.""}","[""keywords:existence"", ""length_constraints:number_words"", ""punctuation:no_comma""]","[""{\""keywords\"": [\""correlated\"", \""experiencing\""]}"", ""{\""relation\"": \""at least\"", \""num_words\"": 500}"", ""{}""]","{""role"": ""user"", ""content"": ""The result must contain a title wrapped in double angular brackets, i.e. <<title>>.""}","[""keywords:existence"", ""length_constraints:number_words"", ""punctuation:no_comma"", ""detectable_format:title""]","[""{\""keywords\"": [\""correlated\"", \""experiencing\""]}"", ""{\""relation\"": \""at least\"", \""num_words\"": 500}"", ""{}"", ""{}""]","{""role"": ""user"", ""content"": ""Your response should end with the exact phrase: \""looking forward to your valuable contributions.\"" No other words should follow this phrase.""}","[""keywords:existence"", ""length_constraints:number_words"", ""punctuation:no_comma"", ""detectable_format:title"", ""startend:end_checker""]","[""{\""keywords\"": [\""correlated\"", \""experiencing\""]}"", ""{\""relation\"": \""at least\"", \""num_words\"": 500}"", ""{}"", ""{}"", ""{\""end_phrase\"": \""looking forward to your valuable contributions.\""}""]",1069:10:en,0,English
,,"{""role"": ""user"", ""content"": ""Write a long email template that invites a group of participants to a meeting, with at least 500 words. The email must include the keywords \""correlated\"" and \""experiencing\"" and should not use any commas.""}","[""keywords:existence"", ""length_constraints:number_words"", ""punctuation:no_comma""]","[""{\""keywords\"": [\""correlated\"", \""experiencing\""]}"", ""{\""relation\"": \""at least\"", \""num_words\"": 500}"", ""{}""]","{""role"": ""user"", ""content"": ""There should be 3 sections highlighted with markdown, for example: *highlighted section*.""}","[""keywords:existence"", ""length_constraints:number_words"", ""punctuation:no_comma"", ""detectable_format:number_highlighted_sections""]","[""{\""keywords\"": [\""correlated\"", \""experiencing\""]}"", ""{\""relation\"": \""at least\"", \""num_words\"": 500}"", ""{}"", ""{\""num_highlights\"": 3}""]","{""role"": ""user"", ""content"": ""Wrap your whole response with double quotation marks.""}","[""keywords:existence"", ""length_constraints:number_words"", ""punctuation:no_comma"", ""detectable_format:number_highlighted_sections"", ""startend:quotation""]","[""{\""keywords\"": [\""correlated\"", \""experiencing\""]}"", ""{\""relation\"": \""at least\"", \""num_words\"": 500}"", ""{}"", ""{\""num_highlights\"": 3}"", ""{}""]",1069:18:en,0,English
,,"{""role"": ""user"", ""content"": ""Write a blog post with 400 or more words about the benefits of sleeping in a hammock.""}","[""length_constraints:number_words""]","[""{\""relation\"": \""at least\"", \""num_words\"": 400}""]","{""role"": ""user"", ""content"": ""Your response should not include the following words: stress, insomnia, circulation.""}","[""length_constraints:number_words"", ""keywords:forbidden_words""]","[""{\""relation\"": \""at least\"", \""num_words\"": 400}"", ""{\""forbidden_words\"": [\""stress\"", \""insomnia\"", \""circulation\""]}""]","{""role"": ""user"", ""content"": ""I want the entire response wrapped in JSON format. Do not add any words outside of the JSON block.""}","[""length_constraints:number_words"", ""keywords:forbidden_words"", ""detectable_format:json_format""]","[""{\""relation\"": \""at least\"", \""num_words\"": 400}"", ""{\""forbidden_words\"": [\""stress\"", \""insomnia\"", \""circulation\""]}"", ""{}""]",1072:14:en,0,English
,,"{""role"": ""user"", ""content"": ""Write a blog post with 400 or more words about the benefits of sleeping in a hammock.""}","[""length_constraints:number_words""]","[""{\""relation\"": \""at least\"", \""num_words\"": 400}""]","{""role"": ""user"", ""content"": ""The result must contain a title wrapped in double angular brackets, i.e. <<title>>.""}","[""length_constraints:number_words"", ""detectable_format:title""]","[""{\""relation\"": \""at least\"", \""num_words\"": 400}"", ""{}""]","{""role"": ""user"", ""content"": ""Your response should not include the following words: posture, backpain, breathing.""}","[""length_constraints:number_words"", ""detectable_format:title"", ""keywords:forbidden_words""]","[""{\""relation\"": \""at least\"", \""num_words\"": 400}"", ""{}"", ""{\""forbidden_words\"": [\""posture\"", \""backpain\"", \""breathing\""]}""]",1072:17:en,0,English
,,"{""role"": ""user"", ""content"": ""Can you help me make an advertisement for a new product? It's a diaper that's designed to be more comfortable for babies and I want the entire output in JSON format.""}","[""detectable_format:json_format""]","[""{}""]","{""role"": ""user"", ""content"": ""The text should have fewer than 151 words.""}","[""detectable_format:json_format"", ""length_constraints:number_words""]","[""{}"", ""{\""relation\"": \""less than\"", \""num_words\"": 151}""]","{""role"": ""user"", ""content"": ""Your response should include the following keywords: gentle, breathable, protection.""}","[""detectable_format:json_format"", ""length_constraints:number_words"", ""keywords:existence""]","[""{}"", ""{\""relation\"": \""less than\"", \""num_words\"": 151}"", ""{\""keywords\"": [\""gentle\"", \""breathable\"", \""protection\""]}""]",1075:8:en,0,English
,,"{""role"": ""user"", ""content"": ""Can you help me make an advertisement for a new product? It's a diaper that's designed to be more comfortable for babies and I want the entire output in JSON format.""}","[""detectable_format:json_format""]","[""{}""]","{""role"": ""user"", ""content"": ""Your response should include the word eco-friendly at least 10 times.""}","[""detectable_format:json_format"", ""keywords:frequency""]","[""{}"", ""{\""relation\"": \""at least\"", \""keyword\"": \""eco-friendly\"", \""frequency\"": 10}""]","{""role"": ""user"", ""content"": ""Your response should end with the exact phrase: \""give your baby the ultimate comfort they deserve.\"" No other words should follow this phrase.""}","[""detectable_format:json_format"", ""keywords:frequency"", ""startend:end_checker""]","[""{}"", ""{\""relation\"": \""at least\"", \""keyword\"": \""eco-friendly\"", \""frequency\"": 10}"", ""{\""end_phrase\"": \""give your baby the ultimate comfort they deserve.\""}""]",1075:10:en,0,English
,,"{""role"": ""user"", ""content"": ""Write a story of exactly 2 paragraphs about a man who wakes up one day and realizes that he's inside a video game. Separate the paragraphs with the markdown divider: ***""}","[""length_constraints:number_paragraphs""]","[""{\""num_paragraphs\"": 2}""]","{""role"": ""user"", ""content"": ""Your response should include the following keywords: glitch, pixels, controller.""}","[""length_constraints:number_paragraphs"", ""keywords:existence""]","[""{\""num_paragraphs\"": 2}"", ""{\""keywords\"": [\""glitch\"", \""pixels\"", \""controller\""]}""]","{""role"": ""user"", ""content"": ""I want the entire response wrapped in JSON format. Do not add any words outside of the JSON block.""}","[""length_constraints:number_paragraphs"", ""keywords:existence"", ""detectable_format:json_format""]","[""{\""num_paragraphs\"": 2}"", ""{\""keywords\"": [\""glitch\"", \""pixels\"", \""controller\""]}"", ""{}""]",1082:4:en,0,English
,,"{""role"": ""user"", ""content"": ""Write a story of exactly 2 paragraphs about a man who wakes up one day and realizes that he's inside a video game. Separate the paragraphs with the markdown divider: ***""}","[""length_constraints:number_paragraphs""]","[""{\""num_paragraphs\"": 2}""]","{""role"": ""user"", ""content"": ""The result must contain a title wrapped in double angular brackets, i.e. <<title>>.""}","[""length_constraints:number_paragraphs"", ""detectable_format:title""]","[""{\""num_paragraphs\"": 2}"", ""{}""]","{""role"": ""user"", ""content"": ""Wrap your whole response with double quotation marks.""}","[""length_constraints:number_paragraphs"", ""detectable_format:title"", ""startend:quotation""]","[""{\""num_paragraphs\"": 2}"", ""{}"", ""{}""]",1082:19:en,0,English
,,"{""role"": ""user"", ""content"": ""Write a short blog post about a trip to Japan using less than 300 words.""}","[""length_constraints:number_words""]","[""{\""relation\"": \""less than\"", \""num_words\"": 300}""]","{""role"": ""user"", ""content"": ""The result should contain three sections, and each section should be separated by the word \""SECTION\"" in capital letters.""}","[""length_constraints:number_words"", ""detectable_format:multiple_sections""]","[""{\""relation\"": \""less than\"", \""num_words\"": 300}"", ""{\""section_spliter\"": \""SECTION\"", \""num_sections\"": 3}""]","{""role"": ""user"", ""content"": ""Your response should include the following keywords: onsen, kyoto, fuji.""}","[""length_constraints:number_words"", ""detectable_format:multiple_sections"", ""keywords:existence""]","[""{\""relation\"": \""less than\"", \""num_words\"": 300}"", ""{\""section_spliter\"": \""SECTION\"", \""num_sections\"": 3}"", ""{\""keywords\"": [\""onsen\"", \""kyoto\"", \""fuji\""]}""]",1092:0:en,0,English
,,"{""role"": ""user"", ""content"": ""Write a short blog post about a trip to Japan using less than 300 words.""}","[""length_constraints:number_words""]","[""{\""relation\"": \""less than\"", \""num_words\"": 300}""]","{""role"": ""user"", ""content"": ""Your response should end with the exact phrase: \""thus ended an unforgettable journey in the land of the rising sun.\"" No other words should follow this phrase.""}","[""length_constraints:number_words"", ""startend:end_checker""]","[""{\""relation\"": \""less than\"", \""num_words\"": 300}"", ""{\""end_phrase\"": \""thus ended an unforgettable journey in the land of the rising sun.\""}""]","{""role"": ""user"", ""content"": ""Your response should include the word blossoms at least 6 times.""}","[""length_constraints:number_words"", ""startend:end_checker"", ""keywords:frequency""]","[""{\""relation\"": \""less than\"", \""num_words\"": 300}"", ""{\""end_phrase\"": \""thus ended an unforgettable journey in the land of the rising sun.\""}"", ""{\""relation\"": \""at least\"", \""keyword\"": \""blossoms\"", \""frequency\"": 6}""]",1092:14:en,0,English
,,"{""role"": ""user"", ""content"": ""Please provide the names of 5 famous moms in JSON format. Please, use any interesting or weird tone. Your entire output should just contain a JSON block, nothing else.""}","[""detectable_format:json_format""]","[""{}""]","{""role"": ""user"", ""content"": ""You should provide two responses. Separate your two responses with six asterisks (******)""}","[""detectable_format:json_format"", ""combination:two_responses""]","[""{}"", ""{}""]","{""role"": ""user"", ""content"": ""The result should contain at least 801 words.""}","[""detectable_format:json_format"", ""combination:two_responses"", ""length_constraints:number_words""]","[""{}"", ""{}"", ""{\""relation\"": \""at least\"", \""num_words\"": 801}""]",1094:8:en,0,English
,,"{""role"": ""user"", ""content"": ""Please provide the names of 5 famous moms in JSON format. Please, use any interesting or weird tone. Your entire output should just contain a JSON block, nothing else.""}","[""detectable_format:json_format""]","[""{}""]","{""role"": ""user"", ""content"": ""Your response should have 3 paragraphs and the 1-th paragraph should start with the word quirky. The paragraphs should be separated by two new lines.""}","[""detectable_format:json_format"", ""length_constraints:nth_paragraph_first_word""]","[""{}"", ""{\""first_word\"": \""quirky\"", \""num_paragraphs\"": 3, \""nth_paragraph\"": 1}""]","{""role"": ""user"", ""content"": ""Your response should include the word jolie less than 8 times.""}","[""detectable_format:json_format"", ""length_constraints:nth_paragraph_first_word"", ""keywords:frequency""]","[""{}"", ""{\""first_word\"": \""quirky\"", \""num_paragraphs\"": 3, \""nth_paragraph\"": 1}"", ""{\""relation\"": \""less than\"", \""keyword\"": \""jolie\"", \""frequency\"": 8}""]",1094:9:en,0,English
,,"{""role"": ""user"", ""content"": ""What is a name that people call God? Please give exactly two different responses. Separate the responses with 6 asterisk symbols: ******.""}","[""combination:two_responses""]","[""{}""]","{""role"": ""user"", ""content"": ""The response should contain fewer than 600 words.""}","[""combination:two_responses"", ""length_constraints:number_words""]","[""{}"", ""{\""relation\"": \""less than\"", \""num_words\"": 600}""]","{""role"": ""user"", ""content"": ""Your response should end with the exact phrase: \""these are just a few of the many names used to refer to a divine presence.\"" No other words should follow this phrase.""}","[""combination:two_responses"", ""length_constraints:number_words"", ""startend:end_checker""]","[""{}"", ""{\""relation\"": \""less than\"", \""num_words\"": 600}"", ""{\""end_phrase\"": \""these are just a few of the many names used to refer to a divine presence.\""}""]",1098:3:en,0,English
,,"{""role"": ""user"", ""content"": ""What is a name that people call God? Please give exactly two different responses. Separate the responses with 6 asterisk symbols: ******.""}","[""combination:two_responses""]","[""{}""]","{""role"": ""user"", ""content"": ""Your response should contain less than 701 words.""}","[""combination:two_responses"", ""length_constraints:number_words""]","[""{}"", ""{\""relation\"": \""less than\"", \""num_words\"": 701}""]","{""role"": ""user"", ""content"": ""Your response should not include the following words: brahman, amaterasu, wakan.""}","[""combination:two_responses"", ""length_constraints:number_words"", ""keywords:forbidden_words""]","[""{}"", ""{\""relation\"": \""less than\"", \""num_words\"": 701}"", ""{\""forbidden_words\"": [\""brahman\"", \""amaterasu\"", \""wakan\""]}""]",1098:11:en,0,English
,,"{""role"": ""user"", ""content"": ""Write two jokes about rockets. Do not contain commas in your response. Separate the two jokes with 6 asterisk symbols: ******.""}","[""punctuation:no_comma"", ""combination:two_responses""]","[""{}"", ""{}""]","{""role"": ""user"", ""content"": ""Your response should include the following keywords: space, nasa, fuel.""}","[""punctuation:no_comma"", ""combination:two_responses"", ""keywords:existence""]","[""{}"", ""{}"", ""{\""keywords\"": [\""space\"", \""nasa\"", \""fuel\""]}""]","{""role"": ""user"", ""content"": ""The result must contain a title wrapped in double angular brackets, i.e. <<title>>.""}","[""punctuation:no_comma"", ""combination:two_responses"", ""keywords:existence"", ""detectable_format:title""]","[""{}"", ""{}"", ""{\""keywords\"": [\""space\"", \""nasa\"", \""fuel\""]}"", ""{}""]",1107:6:en,0,English
,,"{""role"": ""user"", ""content"": ""Write two jokes about rockets. Do not contain commas in your response. Separate the two jokes with 6 asterisk symbols: ******.""}","[""punctuation:no_comma"", ""combination:two_responses""]","[""{}"", ""{}""]","{""role"": ""user"", ""content"": ""Your response should include the following keywords: astronaut, moon, nasa.""}","[""punctuation:no_comma"", ""combination:two_responses"", ""keywords:existence""]","[""{}"", ""{}"", ""{\""keywords\"": [\""astronaut\"", \""moon\"", \""nasa\""]}""]","{""role"": ""user"", ""content"": ""I want the entire output in JSON format.""}","[""punctuation:no_comma"", ""combination:two_responses"", ""keywords:existence"", ""detectable_format:json_format""]","[""{}"", ""{}"", ""{\""keywords\"": [\""astronaut\"", \""moon\"", \""nasa\""]}"", ""{}""]",1107:15:en,0,English
,,"{""role"": ""user"", ""content"": ""Given the sentence \""It is unclear how much of this money is actually being spent on children\"", is the sentiment positive or negative? The very last sentence of your response should be \""Is there anything else I can help with?\"".""}","[""startend:end_checker""]","[""{\""end_phrase\"": \""Is there anything else I can help with?\""}""]","{""role"": ""user"", ""content"": ""The output should contain exactly 3 paragraphs. The paragraphs should be separated by the markdown divider: ***.""}","[""startend:end_checker"", ""length_constraints:number_paragraphs""]","[""{\""end_phrase\"": \""Is there anything else I can help with?\""}"", ""{\""num_paragraphs\"": 3}""]","{""role"": ""user"", ""content"": ""The result must contain a title wrapped in double angular brackets, i.e. <<title>>.""}","[""startend:end_checker"", ""length_constraints:number_paragraphs"", ""detectable_format:title""]","[""{\""end_phrase\"": \""Is there anything else I can help with?\""}"", ""{\""num_paragraphs\"": 3}"", ""{}""]",1128:4:en,0,English
,,"{""role"": ""user"", ""content"": ""Given the sentence \""It is unclear how much of this money is actually being spent on children\"", is the sentiment positive or negative? The very last sentence of your response should be \""Is there anything else I can help with?\"".""}","[""startend:end_checker""]","[""{\""end_phrase\"": \""Is there anything else I can help with?\""}""]","{""role"": ""user"", ""content"": ""Your response should contain at least 150 words.""}","[""startend:end_checker"", ""length_constraints:number_words""]","[""{\""end_phrase\"": \""Is there anything else I can help with?\""}"", ""{\""relation\"": \""at least\"", \""num_words\"": 150}""]","{""role"": ""user"", ""content"": ""You should provide two responses. Separate your two responses with six asterisks (******)""}","[""startend:end_checker"", ""length_constraints:number_words"", ""combination:two_responses""]","[""{\""end_phrase\"": \""Is there anything else I can help with?\""}"", ""{\""relation\"": \""at least\"", \""num_words\"": 150}"", ""{}""]",1128:8:en,0,English
,,"{""role"": ""user"", ""content"": ""Write a 4 section resume for professional clown Phil Larkin. Each section should be explicitly noted as Section X.""}","[""detectable_format:multiple_sections""]","[""{\""section_spliter\"": \""Section\"", \""num_sections\"": 4}""]","{""role"": ""user"", ""content"": ""Your response should not include the following words: humor, circus, juggling.""}","[""detectable_format:multiple_sections"", ""keywords:forbidden_words""]","[""{\""section_spliter\"": \""Section\"", \""num_sections\"": 4}"", ""{\""forbidden_words\"": [\""humor\"", \""circus\"", \""juggling\""]}""]","{""role"": ""user"", ""content"": ""Your response should end with the exact phrase: \""bringing smiles wherever i go.\"" No other words should follow this phrase.""}","[""detectable_format:multiple_sections"", ""keywords:forbidden_words"", ""startend:end_checker""]","[""{\""section_spliter\"": \""Section\"", \""num_sections\"": 4}"", ""{\""forbidden_words\"": [\""humor\"", \""circus\"", \""juggling\""]}"", ""{\""end_phrase\"": \""bringing smiles wherever i go.\""}""]",1131:7:en,0,English
,,"{""role"": ""user"", ""content"": ""Write a 4 section resume for professional clown Phil Larkin. Each section should be explicitly noted as Section X.""}","[""detectable_format:multiple_sections""]","[""{\""section_spliter\"": \""Section\"", \""num_sections\"": 4}""]","{""role"": ""user"", ""content"": ""Your response should contain at least 150 words.""}","[""detectable_format:multiple_sections"", ""length_constraints:number_words""]","[""{\""section_spliter\"": \""Section\"", \""num_sections\"": 4}"", ""{\""relation\"": \""at least\"", \""num_words\"": 150}""]","{""role"": ""user"", ""content"": ""Your response should include the following keywords: magic, education, entertainment.""}","[""detectable_format:multiple_sections"", ""length_constraints:number_words"", ""keywords:existence""]","[""{\""section_spliter\"": \""Section\"", \""num_sections\"": 4}"", ""{\""relation\"": \""at least\"", \""num_words\"": 150}"", ""{\""keywords\"": [\""magic\"", \""education\"", \""entertainment\""]}""]",1131:12:en,0,English
,,"{""role"": ""user"", ""content"": ""Explain in French why it is important to eat healthy foods to heal the body, without using the word \""nourriture\"". Make sure your entire response is wrapped in JSON format.""}","[""detectable_format:json_format"", ""keywords:forbidden_words""]","[""{}"", ""{\""forbidden_words\"": [\""nourriture\""]}""]","{""role"": ""user"", ""content"": ""Your response should have 7 paragraphs and the 7-th paragraph should start with the word fruits. The paragraphs should be separated by two new lines.""}","[""detectable_format:json_format"", ""keywords:forbidden_words"", ""length_constraints:nth_paragraph_first_word""]","[""{}"", ""{\""forbidden_words\"": [\""nourriture\""]}"", ""{\""first_word\"": \""fruits\"", \""num_paragraphs\"": 7, \""nth_paragraph\"": 7}""]","{""role"": ""user"", ""content"": ""Your response should end with the exact phrase: \""ainsi, manger sainement est essentiel pour maintenir une bonne sant\u00e9.\"" No other words should follow this phrase.""}","[""detectable_format:json_format"", ""keywords:forbidden_words"", ""length_constraints:nth_paragraph_first_word"", ""startend:end_checker""]","[""{}"", ""{\""forbidden_words\"": [\""nourriture\""]}"", ""{\""first_word\"": \""fruits\"", \""num_paragraphs\"": 7, \""nth_paragraph\"": 7}"", ""{\""end_phrase\"": \""ainsi, manger sainement est essentiel pour maintenir une bonne sant\\u00e9.\""}""]",1137:3:en,0,English
,,"{""role"": ""user"", ""content"": ""Explain in French why it is important to eat healthy foods to heal the body, without using the word \""nourriture\"". Make sure your entire response is wrapped in JSON format.""}","[""detectable_format:json_format"", ""keywords:forbidden_words""]","[""{}"", ""{\""forbidden_words\"": [\""nourriture\""]}""]","{""role"": ""user"", ""content"": ""Your response should have 4 paragraphs and the 2-th paragraph should start with the word prot\u00e9ines. The paragraphs should be separated by two new lines.""}","[""detectable_format:json_format"", ""keywords:forbidden_words"", ""length_constraints:nth_paragraph_first_word""]","[""{}"", ""{\""forbidden_words\"": [\""nourriture\""]}"", ""{\""first_word\"": \""prot\\u00e9ines\"", \""num_paragraphs\"": 4, \""nth_paragraph\"": 2}""]","{""role"": ""user"", ""content"": ""Your response should end with the exact phrase: \""ainsi, manger sainement est essentiel pour maintenir une bonne sant\u00e9.\"" No other words should follow this phrase.""}","[""detectable_format:json_format"", ""keywords:forbidden_words"", ""length_constraints:nth_paragraph_first_word"", ""startend:end_checker""]","[""{}"", ""{\""forbidden_words\"": [\""nourriture\""]}"", ""{\""first_word\"": \""prot\\u00e9ines\"", \""num_paragraphs\"": 4, \""nth_paragraph\"": 2}"", ""{\""end_phrase\"": \""ainsi, manger sainement est essentiel pour maintenir une bonne sant\\u00e9.\""}""]",1137:9:en,0,English
,,"{""role"": ""user"", ""content"": ""Rewrite the following statement to make it sound more formal, like a President of the United States:\n\""Hi guys. The work was done to add in a fix for the issue that was observed in the field with the SSO. We are working with our collaborators closely. We will get it done. Thanks ya all.\""\nDo not include the following keywords: field, thanks, issue, collaborator.""}","[""keywords:forbidden_words""]","[""{\""forbidden_words\"": [\""field\"", \""thanks\"", \""issue\"", \""collaborator\""]}""]","{""role"": ""user"", ""content"": ""The output should have at least 2 sections, each separated by the word \""SECTION\"".""}","[""keywords:forbidden_words"", ""detectable_format:multiple_sections""]","[""{\""forbidden_words\"": [\""field\"", \""thanks\"", \""issue\"", \""collaborator\""]}"", ""{\""section_spliter\"": \""SECTION\"", \""num_sections\"": 2}""]","{""role"": ""user"", ""content"": ""Your response should end with the exact phrase: \""with deep appreciation for your patience and support.\"" No other words should follow this phrase.""}","[""keywords:forbidden_words"", ""detectable_format:multiple_sections"", ""startend:end_checker""]","[""{\""forbidden_words\"": [\""field\"", \""thanks\"", \""issue\"", \""collaborator\""]}"", ""{\""section_spliter\"": \""SECTION\"", \""num_sections\"": 2}"", ""{\""end_phrase\"": \""with deep appreciation for your patience and support.\""}""]",1147:8:en,0,English
,,"{""role"": ""user"", ""content"": ""Rewrite the following statement to make it sound more formal, like a President of the United States:\n\""Hi guys. The work was done to add in a fix for the issue that was observed in the field with the SSO. We are working with our collaborators closely. We will get it done. Thanks ya all.\""\nDo not include the following keywords: field, thanks, issue, collaborator.""}","[""keywords:forbidden_words""]","[""{\""forbidden_words\"": [\""field\"", \""thanks\"", \""issue\"", \""collaborator\""]}""]","{""role"": ""user"", ""content"": ""There should be 10 sections highlighted with markdown, example: *highlighted section*.""}","[""keywords:forbidden_words"", ""detectable_format:number_highlighted_sections""]","[""{\""forbidden_words\"": [\""field\"", \""thanks\"", \""issue\"", \""collaborator\""]}"", ""{\""num_highlights\"": 10}""]","{""role"": ""user"", ""content"": ""Wrap your whole response with double quotation marks.""}","[""keywords:forbidden_words"", ""detectable_format:number_highlighted_sections"", ""startend:quotation""]","[""{\""forbidden_words\"": [\""field\"", \""thanks\"", \""issue\"", \""collaborator\""]}"", ""{\""num_highlights\"": 10}"", ""{}""]",1147:9:en,0,English
,,"{""role"": ""user"", ""content"": ""What are the advantages and disadvantages of having supernatural powers? Make it short. Wrap the entire output in JSON format. You can use markdown ticks such as ```.""}","[""detectable_format:json_format""]","[""{}""]","{""role"": ""user"", ""content"": ""The text should contain less than 46 words.""}","[""detectable_format:json_format"", ""length_constraints:number_words""]","[""{}"", ""{\""relation\"": \""less than\"", \""num_words\"": 46}""]","{""role"": ""user"", ""content"": ""Your response should end with the exact phrase: \""indeed, supernatural powers can be both a blessing and a curse.\"" No other words should follow this phrase.""}","[""detectable_format:json_format"", ""length_constraints:number_words"", ""startend:end_checker""]","[""{}"", ""{\""relation\"": \""less than\"", \""num_words\"": 46}"", ""{\""end_phrase\"": \""indeed, supernatural powers can be both a blessing and a curse.\""}""]",1148:6:en,0,English
,,"{""role"": ""user"", ""content"": ""What are the advantages and disadvantages of having supernatural powers? Make it short. Wrap the entire output in JSON format. You can use markdown ticks such as ```.""}","[""detectable_format:json_format""]","[""{}""]","{""role"": ""user"", ""content"": ""Your response should end with the exact phrase: \""indeed, supernatural powers can be both a blessing and a curse.\"" No other words should follow this phrase.""}","[""detectable_format:json_format"", ""startend:end_checker""]","[""{}"", ""{\""end_phrase\"": \""indeed, supernatural powers can be both a blessing and a curse.\""}""]","{""role"": ""user"", ""content"": ""Your response should include the following keywords: control, anonymity, morality.""}","[""detectable_format:json_format"", ""startend:end_checker"", ""keywords:existence""]","[""{}"", ""{\""end_phrase\"": \""indeed, supernatural powers can be both a blessing and a curse.\""}"", ""{\""keywords\"": [\""control\"", \""anonymity\"", \""morality\""]}""]",1148:8:en,0,English
,,"{""role"": ""user"", ""content"": ""Write a riddle for kids about auspices but make sure you don't use any commas.""}","[""punctuation:no_comma""]","[""{}""]","{""role"": ""user"", ""content"": ""Your response should include the following keywords: future, romans, bird.""}","[""punctuation:no_comma"", ""keywords:existence""]","[""{}"", ""{\""keywords\"": [\""future\"", \""romans\"", \""bird\""]}""]","{""role"": ""user"", ""content"": ""Your response should have 3 paragraphs and the 2-th paragraph should start with the word omens. The paragraphs should be separated by two new lines.""}","[""punctuation:no_comma"", ""keywords:existence"", ""length_constraints:nth_paragraph_first_word""]","[""{}"", ""{\""keywords\"": [\""future\"", \""romans\"", \""bird\""]}"", ""{\""first_word\"": \""omens\"", \""num_paragraphs\"": 3, \""nth_paragraph\"": 2}""]",1162:0:en,0,English
,,"{""role"": ""user"", ""content"": ""Write a riddle for kids about auspices but make sure you don't use any commas.""}","[""punctuation:no_comma""]","[""{}""]","{""role"": ""user"", ""content"": ""The result must contain a title wrapped in double angular brackets, i.e. <<title>>.""}","[""punctuation:no_comma"", ""detectable_format:title""]","[""{}"", ""{}""]","{""role"": ""user"", ""content"": ""Your response should not include the following words: bird, signs, future.""}","[""punctuation:no_comma"", ""detectable_format:title"", ""keywords:forbidden_words""]","[""{}"", ""{}"", ""{\""forbidden_words\"": [\""bird\"", \""signs\"", \""future\""]}""]",1162:10:en,0,English
